,title,company,place,salary,publish_time
691,银行催收专员,深圳通联金融网络科技服务有限公司...,武汉-洪山区,4-8千/月,11-17
692,银行催收/金融港/高激励,深圳通联金融网络科技服务有限公司...,武汉-洪山区,6-8千/月,11-17
693,电催组长,深圳通联金融网络科技服务有限公司...,武汉-洪山区,6-8千/月,11-17
694,电话催收客服 五险+朝九晚六,深圳通联金融网络科技服务有限公司...,武汉-洪山区,0.5-1万/月,11-17
695,客服助理/专员中信催收D,深圳市拓才信息产业有限公司,东莞-莞城区,4.5-6千/月,11-16
696,客服助理/专员金融催收D,深圳市拓才信息产业有限公司,东莞-莞城区,4.5-6千/月,11-16
697,客服助理/专员金融催收D,深圳市拓才信息产业有限公司,东莞-莞城区,4.5-6千/月,11-16
698,客服助理/专员金融催收D,深圳市拓才信息产业有限公司,东莞-莞城区,4.5-6千/月,11-16
699,客服助理/专员金融催收D,深圳市拓才信息产业有限公司,东莞-莞城区,4.5-6千/月,11-16
700,客服助理/专员金融催收D,深圳市拓才信息产业有限公司,东莞-莞城区,4.5-6千/月,11-16
701,客服助理/专员金融催收D,深圳市拓才信息产业有限公司,东莞-莞城区,4.5-6千/月,11-16
702,客服助理/专员金融催收D,深圳市拓才信息产业有限公司,东莞-莞城区,4.5-6千/月,11-16
703,客服助理/专员金融催收D,深圳市拓才信息产业有限公司,东莞-莞城区,4.5-6千/月,11-16
704,客服助理/专员金融催收D,深圳市拓才信息产业有限公司,东莞-莞城区,4.5-6千/月,11-16
705,客服助理/专员金融催收D,深圳市拓才信息产业有限公司,东莞-莞城区,4.5-6千/月,11-16
706,客服助理/专员金融催收D,深圳市拓才信息产业有限公司,东莞-莞城区,4.5-6千/月,11-16
707,客服助理/专员金融催收D,深圳市拓才信息产业有限公司,东莞-莞城区,4.5-6千/月,11-16
708,客服助理/专员金融催收D,深圳市拓才信息产业有限公司,东莞-莞城区,4.5-6千/月,11-16
709,客服助理/专员金融催收D,深圳市拓才信息产业有限公司,东莞-莞城区,4.5-6千/月,11-16
710,客服助理/专员金融催收D,深圳市拓才信息产业有限公司,东莞-莞城区,4.5-6千/月,11-16
711,客服助理/专员金融催收D,深圳市拓才信息产业有限公司,东莞-莞城区,4.5-6千/月,11-16
712,客服专员金融催收D/莞城,深圳市拓才信息产业有限公司,东莞-莞城区,4.5-6千/月,11-16
713,客服专员金融催收D/莞城,深圳市拓才信息产业有限公司,东莞-莞城区,4.5-6千/月,11-16
714,客服专员金融催收D/莞城,深圳市拓才信息产业有限公司,东莞-莞城区,4.5-6千/月,11-16
715,客服专员金融催收D/莞城,深圳市拓才信息产业有限公司,东莞-莞城区,4.5-6千/月,11-16
716,客服专员金融催收D/莞城,深圳市拓才信息产业有限公司,东莞-莞城区,4.5-6千/月,11-16
717,客服专员金融催收D/莞城,深圳市拓才信息产业有限公司,东莞-莞城区,4.5-6千/月,11-16
718,客服专员金融催收D/莞城,深圳市拓才信息产业有限公司,东莞-莞城区,4.5-6千/月,11-16
719,客服专员金融催收D/莞城,深圳市拓才信息产业有限公司,东莞-莞城区,4.5-6千/月,11-16
720,客服专员金融催收D/莞城,深圳市拓才信息产业有限公司,东莞-莞城区,4.5-6千/月,11-16
721,客服助理/客服专员金融催收D,深圳市拓才信息产业有限公司,东莞-莞城区,4.5-6千/月,11-16
722,客服助理/客服专员金融催收D,深圳市拓才信息产业有限公司,东莞-莞城区,4.5-6千/月,11-16
723,客服助理/客服专员金融催收D,深圳市拓才信息产业有限公司,东莞-莞城区,4.5-6千/月,11-16
724,客服助理/客服专员金融催收D,深圳市拓才信息产业有限公司,东莞-莞城区,4.5-6千/月,11-16
725,客服助理/客服专员金融催收D,深圳市拓才信息产业有限公司,东莞-莞城区,4.5-6千/月,11-16
726,客服助理/客服专员金融催收D,深圳市拓才信息产业有限公司,东莞-莞城区,4.5-6千/月,11-16
727,客服助理/客服专员金融催收D,深圳市拓才信息产业有限公司,东莞-莞城区,4.5-6千/月,11-16
728,客服助理/客服专员金融催收D,深圳市拓才信息产业有限公司,东莞-莞城区,4.5-6千/月,11-16
729,客服助理/客服专员金融催收D,深圳市拓才信息产业有限公司,东莞-莞城区,4.5-6千/月,11-16
